Image Name,Emotion
img_29674.png,fear
S054_002_00000014.png,fear
img_21756.png,fear
img_7966.png,fear
img_8038.png,fear
img_729.png,fear
img_22330.png,fear
img_24005.png,fear
AF17AFS.png,fear
img_12255.png,fear
img_35186.png,fear
img_29346.png,fear
img_7995.png,fear
img_24702.png,fear
img_1375.png,fear
img_16763.png,fear
img_31375.png,fear
img_17853.png,fear
img_33961.png,fear
img_25881.png,fear
img_25447.png,fear
img_6433.png,fear
img_21564.png,fear
img_9333.png,fear
img_10572.png,fear
img_7513.png,fear
img_18559.png,fear
AM19AFS.png,fear
img_18773.png,fear
img_1253.png,fear
img_8983.png,fear
img_8408.png,fear
img_22827.png,fear
img_17850.png,fear
img_2132.png,fear
img_3582.png,fear
img_18911.png,fear
img_20840.png,fear
img_24771.png,fear
img_7820.png,fear
img_4367.png,fear
img_1837.png,fear
img_13976.png,fear
S501_004_00000056.png,fear
img_24803.png,fear
img_14503.png,fear
img_9200.png,fear
img_29957.png,fear
img_32569.png,fear
img_32114.png,fear
img_20545.png,fear
img_23032.png,fear
img_15722.png,fear
img_27447.png,fear
img_21859.png,fear
img_1342.png,fear
img_22607.png,fear
img_7805.png,fear
img_23274.png,fear
img_7990.png,fear
img_6509.png,fear
img_2320.png,fear
img_19018.png,fear
img_11706.png,fear
img_7681.png,fear
img_2721.png,fear
img_16584.png,fear
img_34542.png,fear
img_12603.png,fear
img_15678.png,fear
img_28722.png,fear
img_28326.png,fear
img_5131.png,fear
img_14594.png,fear
img_31959.png,fear
img_28330.png,fear
img_14042.png,fear
img_29543.png,fear
img_18210.png,fear
img_7338.png,fear
img_35585.png,fear
img_18739.png,fear
img_9227.png,fear
img_4170.png,fear
img_14062.png,fear
img_21901.png,fear
img_20461.png,fear
img_35351.png,fear
img_14620.png,fear
img_6066.png,fear
img_3087.png,fear
img_4404.png,fear
img_8427.png,fear
img_8741.png,fear
img_17325.png,fear
img_21137.png,fear
img_3486.png,fear
img_11292.png,fear
img_14842.png,fear
img_676.png,fear
img_19195.png,fear
img_13826.png,fear
img_22756.png,fear
img_13799.png,fear
img_2842.png,fear
img_14551.png,fear
img_744.png,fear
img_13166.png,fear
img_16440.png,fear
img_4139.png,fear
S059_002_00000016.png,fear
img_28322.png,fear
img_24226.png,fear
img_4540.png,fear
img_12662.png,fear
AM26AFS.png,fear
img_26428.png,fear
img_6079.png,fear
img_4157.png,fear
img_32771.png,fear
img_28265.png,fear
img_29698.png,fear
img_12374.png,fear
img_1606.png,fear
img_16457.png,fear
img_34258.png,fear
img_9098.png,fear
img_15393.png,fear
img_22929.png,fear
img_7327.png,fear
img_25005.png,fear
img_29906.png,fear
S125_006_00000021.png,fear
img_23355.png,fear
img_21737.png,fear
img_30594.png,fear
img_34083.png,fear
img_21632.png,fear
img_16254.png,fear
img_6071.png,fear
img_4588.png,fear
img_21285.png,fear
img_29336.png,fear
img_17358.png,fear
img_9662.png,fear
img_959.png,fear
img_32588.png,fear
img_27639.png,fear
img_21800.png,fear
img_19184.png,fear
img_7955.png,fear
img_27868.png,fear
img_460.png,fear
img_27754.png,fear
AF30AFS.png,fear
img_35791.png,fear
img_35274.png,fear
img_30235.png,fear
img_8037.png,fear
img_349.png,fear
img_17544.png,fear
img_28777.png,fear
img_35558.png,fear
img_12935.png,fear
img_25905.png,fear
img_16359.png,fear
img_8611.png,fear
img_13160.png,fear
img_20698.png,fear
img_30318.png,fear
img_30126.png,fear
img_10470.png,fear
img_29187.png,fear
img_14189.png,fear
img_5241.png,fear
img_29327.png,fear
img_21946.png,fear
img_15290.png,fear
S091_001_00000014.png,fear
img_1086.png,fear
AM25AFS.png,fear
img_31073.png,fear
img_17471.png,fear
img_11195.png,fear
img_10968.png,fear
img_22189.png,fear
img_28314.png,fear
img_23148.png,fear
img_6465.png,fear
img_10384.png,fear
img_23352.png,fear
img_1530.png,fear
img_15586.png,fear
img_1471.png,fear
img_34201.png,fear
img_2309.png,fear
img_24505.png,fear
img_27206.png,fear
AF32AFS.png,fear
img_28663.png,fear
img_3950.png,fear
img_31903.png,fear
img_3746.png,fear
img_18830.png,fear
img_15811.png,fear
img_32232.png,fear
img_10335.png,fear
img_28648.png,fear
S999_003_00000053.png,fear
img_8629.png,fear
img_33649.png,fear
img_13082.png,fear
img_33169.png,fear
img_29839.png,fear
img_15694.png,fear
img_4469.png,fear
img_29273.png,fear
img_7840.png,fear
img_433.png,fear
img_24984.png,fear
img_35468.png,fear
img_13804.png,fear
img_13135.png,fear
img_24220.png,fear
img_2941.png,fear
img_30222.png,fear
img_34582.png,fear
img_16346.png,fear
img_12472.png,fear
img_10324.png,fear
img_20281.png,fear
img_27840.png,fear
img_17387.png,fear
img_26323.png,fear
img_10933.png,fear
img_26044.png,fear
img_7746.png,fear
img_33990.png,fear
AM08AFS.png,fear
img_23694.png,fear
img_8296.png,fear
img_12870.png,fear
AF35AFS.png,fear
img_23963.png,fear
img_26915.png,fear
img_11908.png,fear
img_7879.png,fear
S074_001_00000019.png,fear
img_33627.png,fear
img_4278.png,fear
S138_001_00000012.png,fear
img_17961.png,fear
img_3359.png,fear
img_14037.png,fear
img_3453.png,fear
img_35137.png,fear
img_34959.png,fear
img_13677.png,fear
img_25203.png,fear
img_28319.png,fear
AM12AFS.png,fear
S011_003_00000012.png,fear
img_4785.png,fear
img_1601.png,fear
img_35629.png,fear
img_30063.png,fear
img_402.png,fear
img_4135.png,fear
img_23649.png,fear
img_32940.png,fear
img_29106.png,fear
img_35184.png,fear
img_1377.png,fear
img_11381.png,fear
img_31485.png,fear
img_8271.png,fear
img_7180.png,fear
img_5023.png,fear
img_27917.png,fear
img_27278.png,fear
img_8850.png,fear
img_862.png,fear
img_1100.png,fear
img_407.png,fear
img_16207.png,fear
img_33045.png,fear
img_19223.png,fear
img_20014.png,fear
img_9126.png,fear
img_32817.png,fear
img_18032.png,fear
img_25570.png,fear
img_1429.png,fear
img_33396.png,fear
img_20452.png,fear
img_10975.png,fear
img_10797.png,fear
img_10761.png,fear
img_9103.png,fear
img_24525.png,fear
img_25711.png,fear
img_23418.png,fear
img_1401.png,fear
img_14241.png,fear
img_71.png,fear
img_929.png,fear
S084_002_00000021.png,fear
img_1506.png,fear
img_28738.png,fear
img_34925.png,fear
img_5627.png,fear
img_19075.png,fear
img_8578.png,fear
img_7160.png,fear
img_398.png,fear
img_3011.png,fear
img_32074.png,fear
img_14630.png,fear
img_25032.png,fear
img_15747.png,fear
img_29983.png,fear
img_24094.png,fear
img_4601.png,fear
img_10987.png,fear
img_30078.png,fear
img_28942.png,fear
img_6140.png,fear
img_10342.png,fear
S032_004_00000012.png,fear
img_16345.png,fear
AF13AFS.png,fear
img_20343.png,fear
img_6227.png,fear
img_30316.png,fear
img_8419.png,fear
img_34997.png,fear
img_185.png,fear
img_8040.png,fear
img_10593.png,fear
img_12588.png,fear
img_20117.png,fear
img_190.png,fear
img_19644.png,fear
img_8405.png,fear
img_20617.png,fear
img_9608.png,fear
img_24655.png,fear
img_8035.png,fear
img_31743.png,fear
img_10524.png,fear
img_7289.png,fear
img_1930.png,fear
img_4411.png,fear
img_12309.png,fear
img_1567.png,fear
img_10832.png,fear
img_33626.png,fear
img_11173.png,fear
img_27934.png,fear
img_20932.png,fear
AM11AFS.png,fear
img_5415.png,fear
img_13245.png,fear
img_28654.png,fear
img_23625.png,fear
img_24427.png,fear
img_28384.png,fear
img_33756.png,fear
img_31681.png,fear
img_20697.png,fear
img_96.png,fear
img_244.png,fear
img_11651.png,fear
img_13691.png,fear
img_33722.png,fear
img_7951.png,fear
img_9091.png,fear
img_34701.png,fear
img_33473.png,fear
img_17858.png,fear
img_16236.png,fear
AF25AFS.png,fear
img_30084.png,fear
img_16006.png,fear
img_29030.png,fear
img_20620.png,fear
img_15015.png,fear
img_8356.png,fear
img_29923.png,fear
img_12572.png,fear
img_16862.png,fear
img_15736.png,fear
img_8588.png,fear
img_28233.png,fear
img_4986.png,fear
img_18797.png,fear
img_4013.png,fear
img_14848.png,fear
img_25262.png,fear
img_17930.png,fear
S999_003_00000055.png,fear
img_19000.png,fear
img_20366.png,fear
img_22317.png,fear
img_16585.png,fear
img_17685.png,fear
img_7478.png,fear
img_34000.png,fear
img_5149.png,fear
img_16572.png,fear
img_25710.png,fear
S084_002_00000022.png,fear
img_6627.png,fear
img_32986.png,fear
img_12263.png,fear
img_29528.png,fear
img_35334.png,fear
img_19202.png,fear
img_27503.png,fear
img_16095.png,fear
img_6536.png,fear
img_29733.png,fear
img_22373.png,fear
img_34465.png,fear
img_8568.png,fear
img_16351.png,fear
img_14619.png,fear
img_14621.png,fear
img_15666.png,fear
img_12278.png,fear
img_6693.png,fear
img_5253.png,fear
img_28595.png,fear
img_22308.png,fear
img_24110.png,fear
img_7074.png,fear
img_95.png,fear
img_31855.png,fear
img_10476.png,fear
img_31299.png,fear
img_29595.png,fear
img_15040.png,fear
img_22504.png,fear
img_748.png,fear
img_14686.png,fear
img_5235.png,fear
img_11310.png,fear
img_6120.png,fear
img_23313.png,fear
img_8209.png,fear
img_6053.png,fear
img_29962.png,fear
img_15538.png,fear
img_12782.png,fear
img_18007.png,fear
img_31579.png,fear
S055_006_00000007.png,fear
img_13822.png,fear
img_7720.png,fear
img_2627.png,fear
img_27331.png,fear
img_27846.png,fear
img_28911.png,fear
img_19484.png,fear
img_5727.png,fear
img_7302.png,fear
img_10845.png,fear
img_2638.png,fear
img_15923.png,fear
img_22370.png,fear
img_33111.png,fear
img_13099.png,fear
img_16052.png,fear
img_27251.png,fear
img_10097.png,fear
img_5957.png,fear
img_16266.png,fear
img_10029.png,fear
img_701.png,fear
img_27910.png,fear
img_17369.png,fear
img_24061.png,fear
img_7336.png,fear
img_9316.png,fear
img_28097.png,fear
img_11782.png,fear
img_25442.png,fear
img_19763.png,fear
img_2735.png,fear
img_18104.png,fear
img_15999.png,fear
img_23213.png,fear
img_14722.png,fear
img_10740.png,fear
img_22840.png,fear
img_1986.png,fear
S032_004_00000014.png,fear
img_28468.png,fear
img_34972.png,fear
img_26744.png,fear
img_32205.png,fear
img_1343.png,fear
img_28419.png,fear
img_31411.png,fear
img_1660.png,fear
img_14013.png,fear
img_31270.png,fear
img_12188.png,fear
img_26895.png,fear
img_2051.png,fear
img_9731.png,fear
img_24963.png,fear
img_33613.png,fear
img_18395.png,fear
img_29966.png,fear
img_22274.png,fear
img_10191.png,fear
img_28455.png,fear
img_31357.png,fear
img_10047.png,fear
img_16091.png,fear
img_3828.png,fear
img_9617.png,fear
img_10413.png,fear
img_709.png,fear
img_3783.png,fear
img_11084.png,fear
AM29AFS.png,fear
img_30629.png,fear
img_806.png,fear
S502_004_00000052.png,fear
img_28398.png,fear
img_8385.png,fear
img_18921.png,fear
img_20094.png,fear
img_30459.png,fear
img_8043.png,fear
img_17848.png,fear
img_28024.png,fear
img_8586.png,fear
img_5359.png,fear
img_34005.png,fear
img_35080.png,fear
img_24632.png,fear
AF22AFS.png,fear
S059_002_00000015.png,fear
img_500.png,fear
img_22760.png,fear
img_2572.png,fear
img_3966.png,fear
img_14772.png,fear
img_15615.png,fear
img_20804.png,fear
img_7678.png,fear
img_14901.png,fear
img_31842.png,fear
img_8364.png,fear
img_14476.png,fear
img_1722.png,fear
img_25168.png,fear
img_21894.png,fear
img_6176.png,fear
img_17076.png,fear
img_18908.png,fear
img_31157.png,fear
img_904.png,fear
img_4796.png,fear
img_4403.png,fear
img_4650.png,fear
img_27655.png,fear
img_29564.png,fear
img_31566.png,fear
img_12737.png,fear
img_33292.png,fear
img_18976.png,fear
img_8367.png,fear
img_3694.png,fear
img_15088.png,fear
img_13894.png,fear
img_20954.png,fear
img_25639.png,fear
img_1868.png,fear
img_28453.png,fear
img_35202.png,fear
img_15742.png,fear
img_16757.png,fear
img_19661.png,fear
img_19840.png,fear
img_4522.png,fear
img_12714.png,fear
img_28259.png,fear
img_8009.png,fear
img_25550.png,fear
img_2641.png,fear
img_22640.png,fear
img_7601.png,fear
img_28633.png,fear
img_5612.png,fear
img_27712.png,fear
img_30925.png,fear
img_1624.png,fear
img_7784.png,fear
img_634.png,fear
S506_004_00000037.png,fear
img_31398.png,fear
img_16675.png,fear
img_11023.png,fear
img_8703.png,fear
img_599.png,fear
img_30333.png,fear
img_29726.png,fear
img_23240.png,fear
img_17842.png,fear
img_21328.png,fear
img_2082.png,fear
img_11457.png,fear
img_29990.png,fear
img_5622.png,fear
img_18763.png,fear
img_20970.png,fear
AM34AFS.png,fear
img_7859.png,fear
img_19754.png,fear
img_17979.png,fear
img_22944.png,fear
img_4149.png,fear
img_7353.png,fear
img_12293.png,fear
img_28173.png,fear
img_28625.png,fear
img_25011.png,fear
img_6366.png,fear
img_35851.png,fear
img_25020.png,fear
img_17338.png,fear
img_1505.png,fear
img_14424.png,fear
img_1720.png,fear
img_3515.png,fear
img_34066.png,fear
AF26AFS.png,fear
img_4763.png,fear
img_29196.png,fear
img_8492.png,fear
img_17875.png,fear
img_17070.png,fear
img_9550.png,fear
img_11535.png,fear
img_2570.png,fear
img_16586.png,fear
img_30729.png,fear
img_28827.png,fear
img_22185.png,fear
img_21559.png,fear
img_33389.png,fear
img_3242.png,fear
img_27657.png,fear
img_3622.png,fear
img_2118.png,fear
img_12241.png,fear
img_1163.png,fear
img_27316.png,fear
img_5360.png,fear
img_20245.png,fear
img_6633.png,fear
img_3577.png,fear
img_18044.png,fear
img_19349.png,fear
img_34011.png,fear
img_33955.png,fear
img_12029.png,fear
img_11754.png,fear
img_32762.png,fear
img_18121.png,fear
img_19020.png,fear
img_22430.png,fear
img_33358.png,fear
img_25245.png,fear
img_34974.png,fear
img_16273.png,fear
img_24753.png,fear
img_19497.png,fear
img_15001.png,fear
img_18291.png,fear
AM05AFS.png,fear
img_13610.png,fear
img_24462.png,fear
img_34045.png,fear
img_21735.png,fear
img_16330.png,fear
img_24591.png,fear
img_18766.png,fear
img_34268.png,fear
img_19599.png,fear
img_18999.png,fear
img_21454.png,fear
img_11112.png,fear
img_2644.png,fear
img_3921.png,fear
img_755.png,fear
img_33651.png,fear
img_23448.png,fear
img_18517.png,fear
img_5066.png,fear
img_15176.png,fear
img_12969.png,fear
img_20473.png,fear
img_34723.png,fear
img_6681.png,fear
img_5148.png,fear
img_15863.png,fear
S062_001_00000015.png,fear
img_6035.png,fear
img_2772.png,fear
img_16369.png,fear
img_24422.png,fear
img_31441.png,fear
S132_003_00000022.png,fear
img_9023.png,fear
img_7828.png,fear
img_9117.png,fear
img_3613.png,fear
img_3714.png,fear
AF16AFS.png,fear
img_22899.png,fear
img_10667.png,fear
img_2085.png,fear
img_4319.png,fear
img_17277.png,fear
img_597.png,fear
S046_003_00000016.png,fear
img_19347.png,fear
img_25306.png,fear
AM22AFS.png,fear
img_4056.png,fear
img_16191.png,fear
img_24621.png,fear
img_9888.png,fear
img_27216.png,fear
img_9346.png,fear
img_15253.png,fear
img_13453.png,fear
img_28813.png,fear
img_8199.png,fear
img_8250.png,fear
img_18877.png,fear
img_33497.png,fear
img_13036.png,fear
img_6373.png,fear
img_2112.png,fear
img_9823.png,fear
img_17296.png,fear
img_17062.png,fear
img_19316.png,fear
img_27685.png,fear
img_21705.png,fear
img_2300.png,fear
img_455.png,fear
img_14986.png,fear
img_33697.png,fear
img_35188.png,fear
img_31630.png,fear
img_7786.png,fear
img_3254.png,fear
img_23842.png,fear
img_12531.png,fear
img_4431.png,fear
img_33510.png,fear
img_7365.png,fear
img_20123.png,fear
img_5858.png,fear
img_6767.png,fear
AF09AFS.png,fear
img_26520.png,fear
img_9991.png,fear
img_13651.png,fear
img_22215.png,fear
img_21878.png,fear
img_7451.png,fear
img_1703.png,fear
img_26693.png,fear
img_9808.png,fear
img_10244.png,fear
img_31738.png,fear
img_32795.png,fear
img_300.png,fear
S055_006_00000006.png,fear
img_28746.png,fear
img_33662.png,fear
